Best Thing I Never Had (Response) - Best Thing She Never Had,Ahmir,"Ahmir: Best Thing I Never Had (Response) - ""Best Thing She Never Had"" - Single"
Despacito (feat. Justin Bieber) [Remix],Luis Fonsi & Daddy Yankee,VIDA
7 Years,Lukas Graham,Lukas Graham
Fast Wine,Machel Montano,Fast Wine - Single
Happiest Man Alive,Machel Montano,Happiest Man Alive
Dye Dye (Raw),Macka Diamond,Dye Dye - Single
Dye Dye (Radio),Macka Diamond,Dye Dye - Single
Rude,MAGIC!,Don't Kill the Magic
Angels Cry Remix (feat. Ne-Yo),Mariah Carey,Angels Cry Remix (feat. Ne-Yo) - Single
Always Be My Baby,Mariah Carey,Daydream
Obsessed,Mariah Carey,Memoirs of an Imperfect Angel
Oh Santa!,Mariah Carey,Merry Christmas II You
Uptown Funk (feat. Bruno Mars),Mark Ronson,Uptown Special
Girls Like You (feat. Cardi B),Maroon 5,Girls Like You (feat. Cardi B) - Single
If I Never See Your Face Again (feat. Rihanna),Maroon 5,Good Girl Gone Bad: Reloaded
Moves Like Jagger (feat. Christina Aguilera),Maroon 5,Hands All Over (Deluxe Edition)
One More Night,Maroon 5,Overexposed
Payphone (feat. Wiz Khalifa),Maroon 5,Overexposed (Deluxe Version)
What Lovers Do (feat. SZA),Maroon 5,Red Pill Blues (Deluxe)
Sugar,Maroon 5,V (Deluxe)
Sugar,Maroon 5,V (Deluxe)
Know the Face,Marvay,Know the Face - Single
Jerusalema (feat. Burna Boy & Nomcebo Zikode) [Remix],Master KG,Jerusalema (feat. Burna Boy & Nomcebo Zikode) [Remix] - Single
"10,000 Reasons (Bless the Lord) [Radio Version] [Live]",Matt Redman,Sing Like Never Before: The Essential Collection
Grace Wins,Matthew West,Live Forever (Deluxe Edition)
Goodbe to My Haters,Mavado,Goodbye to My Haters - Single
High Life,Mavado,High Life Riddim
Fresh Cash,Mavado,Money Mix Riddim
Refiner (feat. Chandler Moore & Steffany Gretzinger),Maverick City Music,"Maverick City, Vol. 2"
Savage Remix (feat. Beyoncé),Megan Thee Stallion,Savage Remix (feat. Beyoncé) - Single
GOOD MORNIN' (feat. GARY TRAINOR),MEGHAN TRAINOR,THE LOVE TRAIN
Woman Up,Meghan Trainor,Thank You (Deluxe Version)
Dear Future Husband,Meghan Trainor,Title (Deluxe Edition)
My Money Ha Ha,Merital Family,"The Hit List, Vol. 2"
When We Party,Merital Family,Street Vybz Riddim - EP
You Rock My World,Michael Jackson,Invincible
Speechless,Michael Jackson,Invincible
They Don't Care About Us,Michael Jackson,Michael Jackson's This Is It (The Music That Inspired the Movie)
The Greatest,Michelle Williams,Unexpected
When I Look At You,Miley Cyrus,The Last Song (Original Soundtrack)
Pocketful of Sunshine,Natasha Bedingfield,Pocketful Of Sunshine
Love Like This (feat. Sean Kingston),Natasha Bedingfield,Pocketful Of Sunshine
Single,Natasha Bedingfield,Unwritten
Unwritten,Natasha Bedingfield,Unwritten
La La La (feat. Sam Smith),Naughty Boy,Hotel Cabana (Deluxe Version)
Should've Been Me (feat. Kyla & Popcaan),Naughty Boy,Should've Been Me (feat. Kyla & Popcaan) - Single
Do You,Ne-Yo,Because of You
Go On Girl,Ne-Yo,Because of You (Deluxe Edition)
So Sick,Ne-Yo,In My Own Words
Never Knew I Needed,Ne-Yo,"Never Knew I Needed (From ""The Princess and the Frog"") - Single"
Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,R.E.D. (Deluxe Edition)
Stop This World,Ne-Yo,Year of the Gentleman (Bonus Track Edition)
Mad,Ne-Yo,Year of the Gentleman (Bonus Track Version)
Miss Independent,Ne-Yo,Year of the Gentleman (Bonus Track Version)
Stop This World,Ne-Yo,Year of the Gentleman (Bonus Track Version)
She Got Her Own (feat. Jamie Foxx & Fabolous) [Bonus Track],Ne-Yo,Year of the Gentleman (Deluxe Edition)
Just a Dream,Nelly,Just a Dream - Single
My Dream,Nesbeth,My Dream - Single
I'm the Best,Nicki Minaj,Pink Friday
Roman Holiday,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe Edition)
Sex In the Lounge (feat. Lil Wayne & Bobby V.),Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe Edition)
Starships,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe Edition)
Pound the Alarm,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe Edition)
Young Forever,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe Edition)
Gun Shot (feat. Beenie Man),Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe Edition)
Right Thru Me,Nicki Minaj,Pink Friday (Complete Edition)
Moment 4 Life (feat. Drake),Nicki Minaj,Pink Friday (Complete Edition)
Blazin (feat. Kanye West),Nicki Minaj,Pink Friday (Complete Edition)
Dear Old Nicki,Nicki Minaj,Pink Friday (Complete Edition)
Your Love,Nicki Minaj,Pink Friday (Complete Edition)
Last Chance (feat. Natasha Bedingfield),Nicki Minaj,Pink Friday (Complete Edition)
Super Bass,Nicki Minaj,Pink Friday (Deluxe Edition)
Feeling Myself (feat. Beyoncé),Nicki Minaj,The Pinkprint (Bonus Tracks)
The Night Is Still Young,Nicki Minaj,The Pinkprint (Bonus Tracks)
Pills N Potions,Nicki Minaj,The Pinkprint (Bonus Tracks)
Bed of Lies (feat. Skylar Grey),Nicki Minaj,The Pinkprint (Bonus Tracks)
Grand Piano,Nicki Minaj,The Pinkprint (Bonus Tracks)
Last Chance (feat. Natasha Bedingfield),Nicki Minaj & Natasha Bedingfield,Pink Friday
Am I Wrong,Nico & Vinz,Black Star Elephant
In Your Arms,Nico & Vinz,Black Star Elephant
When the Day Comes,Nico & Vinz,Black Star Elephant
Praying to a God,Nico & Vinz,Cornerstone - EP
Find a Way (feat. Emmanuel Jal),Nico & Vinz,The Good Lie (Music From the Motion Picture)
That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,That's How You Know (feat. Kid Ink & Bebe Rexha) - Single
urs,NIKI,wanna take this downtown? - EP
Cheerleader,Omi,Verano 2016
What Makes You Beautiful,One Direction,Up All Night (Deluxe Version)
One Thing,One Direction,Up All Night (Deluxe Version)
F**kin' Perfect,P!nk,F**kin' Perfect (Perfect) - Single
So What,P!nk,Funhouse (Deluxe Version)
Raise Your Glass,P!nk,Raise Your Glass - Single
Blow Me (One Last Kiss),P!nk,The Truth About Love
Just Give Me a Reason (feat. Nate Ruess),P!nk,The Truth About Love
New Perspective,Panic! At the Disco,Jennifer's Body (Music from the Motion Picture) [Deluxe Version]
High Hopes,Panic! At the Disco,Pray For the Wicked
Brick By Boring Brick,Paramore,Brand New Eyes
Waiting Game,Parson James,The Temple EP
Build My Life,Pat Barrett,Pat Barrett
Good Morning,Peter Ram,Get Soca 2017
Brand New Second Hand,Peter Tosh,Legalize It (Legacy Edition)
Options (feat. Stephen Marley),Pitbull,Climate Change
Time of Our Lives,Pitbull & Ne-Yo,Globalization
Bullet Proof,Popcaan,Bullet Proof - Single
Family,Popcaan,Family - Single
CHILL,Popcaan,FIXTAPE
Silence,Popcaan,Forever
Wine for Me,Popcaan,Forever
Superstar,Popcaan,Forever
High Drive (Louis out),Popcaan,Forever
Foreign Love,Popcaan,Forever
Body So Good,Popcaan,Forever
Firm and Strong,Popcaan,Forever
Unruly Bad,Popcaan,Henging Tree Riddim
Inviolable,Popcaan,Inviolable - Single
Junction,Popcaan,Junction - Single
My God,Popcaan,My God - Single
My Type,Popcaan,My Type - Single
My Type,Popcaan,My Type - Single
Naughty Girl,Popcaan,Only Man She Want - EP
Coolie Gal,Popcaan,Only Man She Want - EP
Ova Dweet,Popcaan,Ova Dweet - Single
Ravin,Popcaan,Ravin - Single
Rup Rup (Bad Inna Real Life),Popcaan,Rup Rup (Bad Inna Real Life) - Single
Way Up,Popcaan,"Strictly the Best, Vols. 52 & 53 - Special Edition"
When Mi Party (Remastered),Popcaan,Summer Wave Riddim Remastered (Remastered)
When Mi Party (Remastered),Popcaan,Summer Wave Riddim Remastered (Remastered)
When Mi Party (Remastered),Popcaan,Summer Wave Riddim Remastered (Remastered)
Weed Is My Best Friend,Popcaan,Weed Is My Best Friend - Single
When You Wine Like That,Popcaan,When You Wine Like That - Single
Everything Nice,Popcaan,Where We Come From
Love Yuh Bad,Popcaan,Where We Come From
The System,Popcaan,Where We Come From
Cool It,Popcaan,Where We Come From
Where We Come From,Popcaan,Where We Come From
Fall In Love,Popcaan,Work Permit Riddim
Feel Good,Popcaan & Notnice,Feel Good - Single
Only Jah Know,Popcaan & Notnice,Only Jah Know - Single
World Cup,Popcaan & Notnice,World Cup - Single
BenUp,Porgie & Porgie & Murda,Get Soca 2015
Splinters (Precision Road Mix),Precision Productions & Shal Marshall,"We Muzik (Soca 2018 Trinidad and Tobago Carnival), Vol. 9"
Gangnam Style,PSY,Gangnam Style - Single
I Hate This Part,The Pussycat Dolls,Doll Domination
When I Grow Up,The Pussycat Dolls,Doll Domination (Deluxe)
One Drop,Qq & Venomus,One Drop - Single
Somebody to Love,Queen,"The Platinum Collection (Greatest Hits I, II & III)"
When a Woman's Fed Up,R. Kelly,R.
The World's Greatest (Radio Edit),R. Kelly,"The R. in R&B Collection, Vol. 1"
Fight Song,Rachel Platten,Wildfire
Kotch,RDX,RDX Kotch - EP
The Bruk Out Song,RDX,RDX Kotch - EP
Drop,RDX,RDX Kotch - EP
Ride It,RDX,Ride It - Single
Island Girl,RDX,
Lifestyle (feat. Young Thug & Rich Homie Quan),Rich Gang,Lifestyle (feat. Young Thug & Rich Homie Quan) - Single
Freaky Girls (feat. Eempey Slicker),Ricky T,Freaky Girls (feat. Eempey Slicker) - Single
Work (feat. Drake),Rihanna,ANTI (Deluxe)
Diamonds,Rihanna,Diamonds - Single
Hate That I Love You (feat. Ne-Yo),Rihanna,Good Girl Gone Bad: Reloaded
Good Girl Gone Bad,Rihanna,Good Girl Gone Bad: Reloaded
What's My Name? (feat. Drake),Rihanna,Loud (Deluxe)
Man Down,Rihanna,Loud (Deluxe)
Raining Men (feat. Nicki Minaj),Rihanna,Loud (Deluxe)
Complicated,Rihanna,Loud (Deluxe)
"Love the Way You Lie, Pt. 2 (feat. Eminem)",Rihanna,Loud (Deluxe)
Hard (feat. Jeezy),Rihanna,Rated R
Te Amo,Rihanna,Rated R
Farewell,Rihanna,Talk That Talk (Deluxe Edition)
You Da One,Rihanna,Talk That Talk (Deluxe)
Talk That Talk (feat. JAY Z),Rihanna,Talk That Talk (Deluxe)
Diamonds,Rihanna,Unapologetic
Loveeeeeee Song (feat. Future),Rihanna,Unapologetic (Deluxe Version)
What Now,Rihanna,Unapologetic (Deluxe Version)
Nobody's Business (feat. Chris Brown),Rihanna,Unapologetic (Deluxe Version)
No Love Allowed,Rihanna,Unapologetic (Deluxe Version)
Half of Me,Rihanna,Unapologetic (Deluxe Version)
FourFiveSeconds,Rihanna and Kanye West and Paul McCartney,FourFiveSeconds - Single
Blurred Lines (feat. T.I. & Pharrell),Robin Thicke,Blurred Lines (Deluxe Version)
The Box,Roddy Ricch,Please Excuse Me For Being Antisocial
High Fashion (feat. Mustard),Roddy Ricch,Please Excuse Me For Being Antisocial
A Drop In the Ocean,Ron Pope,Daylight
"Take on the World (Summer Remix) [Music from ""Girl Meets World""]",Rowan Blanchard & Sabrina Carpenter,"Take on the World (Summer Remix) [Music from ""Girl Meets World""] - Single"
Baaaly Keter,Saeed Fares,Ranit Ghalat
Trap (feat. Lil Baby),SAINt JHN,
Stay With Me,Sam Smith,In the Lonely Hour
I'm Not the Only One,Sam Smith,In the Lonely Hour
Nirvana,Sam Smith,Nirvana - EP
Too Good at Goodbyes,Sam Smith,The Thrill of It All (Special Edition)
Say It First,Sam Smith,The Thrill of It All (Special Edition)
One Last Song,Sam Smith,The Thrill of It All (Special Edition)
Burning,Sam Smith,The Thrill of It All (Special Edition)
HIM,Sam Smith,The Thrill of It All (Special Edition)
Pray,Sam Smith,The Thrill of It All (Special Edition)
Nothing Left for You,Sam Smith,The Thrill of It All (Special Edition)
Dancing with a Stranger,Sam Smith & Normani,Dancing with a Stranger - Single
On My Knees,Sanchez,"Caribbean Gospel, Book 3"
Brave,Sara Bareilles,The Blessed Unrest
Culu Culu,Savage,The Ultimate 2017 (Uncut)
My Type,Saweetie,ICY
Boys Ain't Shit,SAYGRACE,Boys Ain't Shit - Single
Hall of Fame (feat. will.i.am),The Script,#3 (Deluxe Version)
Hall of Fame,The Script,#3 (Deluxe Version)
Fire Burning,Sean Kingston,Fire Burning - Single
Letting Go (Dutty Love) [feat. Nicki Minaj],Sean Kingston,Letting Go (Dutty Love) [feat. Nicki Minaj] - Single
Me Love,Sean Kingston,Sean Kingston
Face Drop,Sean Kingston,Tomorrow
Island Queen,Sean Kingston,Tomorrow
O the Deep Deep Love of Jesus,Selah,Hiding Place
I Don't Miss You At All,Selena Gomez & The Scene,Kiss & Tell
Who Says,Selena Gomez & The Scene,When the Sun Goes Down
Love You Like a Love Song,Selena Gomez & The Scene,When the Sun Goes Down (Deluxe Edition)
Sick of You,Selena Gomez & The Scene,A Year Without Rain
"Whenever, Wherever",Shakira,Laundry Service
Splinters,Shal Marshall,The 2:00AM Project - Single
One Night Only (Disco Version),"Sharon Leal, Anika Noni Rose & Beyoncé",Dreamgirls (Music from the Motion Picture)
Lost in Japan,Shawn Mendes,Shawn Mendes
My Life,Shawn Storm,
Impossible (Main),Shontelle,No Gravity
Don't Stop,Shurwayne Winchester,Da Mastamind Project
Unstoppable,Sia,This Is Acting
The Greatest (feat. Kendrick Lamar),Sia,This Is Acting (Deluxe Version)
The Greatest,Sia,This Is Acting (Deluxe Version)
Chandelier,Sia,1000 Forms of Fear
Big Girls Cry,Sia,1000 Forms of Fear (Deluxe Version)
The General (Lick Ah Shot),Skinny Fabulous,Oil Stain Riddim
Rave Out (feat. Busy Signal),Skinny Fabulous,Soca Gold 2012
BTW (Behaving the Worst),Skinny Fabulous,Soca Gold 2014
This Island (Is Mine),Skinny Fabulous,This Island (Is Mine) - Single
Watch Thing,Skinny Fabulous,Watch Thing - Single
Famalay,"Skinny Fabulous, Machel Montano & Bunji Garlin",Famalay - Single
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg & Wiz Khalifa,Mac and Devin Go to High School (Music from and Inspired By the Movie) [Deluxe Version]
Turn My Swag On,Soulja Boy Tell 'Em,iSouljaBoyTellem (Deluxe Version)
Kiss Me Thru the Phone (feat. Sammie),Soulja Boy Tell 'Em,iSouljaBoyTellem (Deluxe Version)
Jim Screechie,Spice,Ragga Ragga Ragga! 2011
So Mi Like It,Spice,So Mi Like It - EP
Romping Shop (Clean),Spice & Vybz Kartel,Kartel & Spice - Romping Shop - Single
Drink My Pain Away,Stacy Barthe,
Summer Love,Stevie Hoang,Stevie Hoang: The Collection
Dumpling (feat. Sean Paul & Spice) [Remix],Stylo G,Dumpling (feat. Sean Paul & Spice) [Remix] - Single
Drew Barrymore,SZA,Drew Barrymore - Single
Live Your Life (feat. Rihanna),T.I.,Paper Trail
About the Money (feat. Young Thug),T.I.,Paperwork (Deluxe Version)
She's Like a Star,Taio Cruz,Departure
Good Girl Gone Bad (feat. Konshens),Tarrus Riley,Contagious
Stay With You,Tarrus Riley,Parables
She's Royal,Tarrus Riley,Parables
Gimmie Likkle One Drop,Tarrus Riley,Reggae Gold 2013
You're Not Sorry,Taylor Swift,Fearless
We Are Never Ever Getting Back Together,Taylor Swift,Red
I Knew You Were Trouble,Taylor Swift,Red (Deluxe Edition)
Red (Original Demo Recording),Taylor Swift,Red (Deluxe Edition)
Look What You Made Me Do,Taylor Swift,reputation
Better Than Revenge,Taylor Swift,Speak Now
Blank Space,Taylor Swift,1989
Bad Blood,Taylor Swift,1989
Wildest Dreams,Taylor Swift,1989
You Need To Calm Down,Taylor Swift,
Mood,Teejay & Ishawna,Mood - Single
Goodbye Song,Terence Blanchard & Cynthia Erivo,Harriet (Original Motion Picture Soundtrack)
Hideaway,Tessanne Chin,In Between Words
Nara (feat. Travis Greene),Tim Godfrey,Nara
Nara (feat. Travis Greene) [Live],Tim Godfrey,Nara (Live) [feat. Travis Greene] - Single
Give It to Me (feat. Justin Timberlake & Nelly Furtado),Timbaland,Shock Value
The Way I Are (feat. Keri Hilson & D.O.E.),Timbaland,Shock Value
Apologize (feat. OneRepublic),Timbaland,Shock Value
If We Ever Meet Again (feat. Katy Perry),Timbaland,Shock Value II (Deluxe Edition)
Written In the Stars (feat. Eric Turner),Tinie Tempah,Disc-Overy
I just need U.,TobyMac,I just need U. - Single
Pussy Mechanic,Tommy Lee,Pussy Mechanic - Single
Fi Get A 4ward,Tommy Lee,
Holding Out the Pressure,Tommy Lee,
Yesterday (feat. Trey Songz) [Bonus Track],Toni Braxton,Pulse (Deluxe)
Dutty Wine,Tony Matterhorn,Reggae Gold 2006
"Hey, Soul Sister",Train,"Save Me, San Francisco (Bonus Track Version)"
"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)"
"Goin' Up Yonder (Music from the Original TV Series: Greenleaf, Season 5)",Tramaine Hawkins,"Goin' Up Yonder (Music from the Original TV Series: Greenleaf, Season 5) - Single"
Billionaire (feat. Bruno Mars),Travie McCoy,Lazarus (Deluxe Version)
In Christ Alone/The Solid Rock (Live),Travis Cottrell,In Christ Alone/The Solid Rock (Deluxe Single) - Single
Good & Loved (feat. Steffany Gretzinger),Travis Greene,Broken Record
Without Your Love (Live),Travis Greene,Crossover: Live from Music City
You Waited (Extended Version) [Live],Travis Greene,Crossover: Live from Music City
I Invented Sex (feat. Drake),Trey Songz,Ready (Deluxe Version)
Say Aah (feat. Fabolous),Trey Songz,Ready (Deluxe Version)
LOL :-) (feat. Gucci Mane & Soulja Boy Tell 'Em),Trey Songz,Ready (Deluxe Version)
Yeah! (feat. Lil Jon & Ludacris),Usher,Confessions (Expanded Edition)
What's a Man to Do,Usher,Here I Stand
My Boo,Usher & Alicia Keys,Confessions (Expanded Edition)
Shark In the Water,V V Brown,Travelling Like the Light
You Got It,VEDO,For You
Mercy a God,Vershon,Dancehall Kick Out Clean
A-Bay,Vybz Kartel,A - Bay - Single
Bicycle Ride,Vybz Kartel,Bicycle Ride - Single
Credit Alone Done,Vybz Kartel,Credit Alone Done - Single
Cya Test We,Vybz Kartel,Cya Test We - Single
Do Di Maths (Wah Do You),Vybz Kartel,Do Di Maths (Wah Do You) - Single
Ever Blessed (Raw),Vybz Kartel,Ever Blessed - Single
How,Vybz Kartel,How - Single
How,Vybz Kartel,How - Single
Me a Pree,Vybz Kartel,Kartel Forever: Trilogy (Edited)
Like a Movie,Vybz Kartel,Pon Di Gaza 2.0
Go Go Club,Vybz Kartel,Pon Di Gaza 2.0
Go Go Club,Vybz Kartel,Pon Di Gaza 2.0
Tell You Say,Vybz Kartel,"Reggae Greats, Vol. 2"
Ever Blessed,Vybz Kartel,Rvssian Presents Free Worl Boss
Summertime,Vybz Kartel,"Strictly the Best, Vol. 45"
Happy Pum Pum,Vybz Kartel,Trend Setterz Vol. 3
Mi Nuh Trust People,Vybz Kartel,The Ultimate 2016
X (All Your Exes),Vybz Kartel,World Vibes Riddim
Wine to the Top,Vybz Kartel & Wizkid,World Fete Riddim
Glad You Came,The Wanted,The Wanted
Can't Feel My Face,The Weeknd,Beauty Behind the Madness
Blinding Lights,The Weeknd,Blinding Lights - Single
I Feel It Coming (feat. Daft Punk),The Weeknd,Starboy
Check It Out,will.i.am & Nicki Minaj,Check It Out - Single
Comfort You (feat. Tory Lanez & Popcaan),Willie X.O,Comfort You (feat. Tory Lanez & Popcaan) - Single
Whip My Hair,WILLOW,Whip My Hair - Single
Hold On,Wyclef Jean,Hold On (feat. Mavado) - Single
Testify To Love,Wynonna,"Love Can Build a Bridge: Songs of Faith, Hope & Love"
FDT (feat. Nipsey Hussle),YG,Still Brazy
Wavin' Flag,Young Artists for Haiti,Wavin' Flag - Single
BedRock (feat. Lloyd),Young Money,BedRock (feat. Lloyd) - Single
Don't Rush (feat. Headie One),Young T & Bugsey,Don't Rush (feat. Headie One) - Single
Now (feat. 21 Savage),Young Thug,Hear No Evil - Single
"Guwop (feat. Quavo, Offset & Young Scooter)",Young Thug,JEFFERY
High (feat. Elton John),Young Thug,On the Rvn - EP
Hot (feat. Gunna),Young Thug,So Much Fun
PILLOWTALK,ZAYN,Mind of Mine (Deluxe Edition)
PILLOWTALK,ZAYN,PILLOWTALK - Single
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN & Taylor Swift,Fifty Shades Darker (Original Motion Picture Soundtrack)
My First Kiss (feat. Ke$ha),3OH!3,Streets of Gold (Deluxe Version)
Don't Trust Me,3OH!3,Want
Youngblood,5 Seconds of Summer,Youngblood (Deluxe)
Bruno Mars - Today My Life Begins,,Bruno Mars - Today My Life Begins